"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"08.12.2021","0,4610","0,4680","0,4860","0,4100","-0,65%"
"07.12.2021","0,4640","0,5020","0,5160","0,4520","0,00%"
"06.12.2021","0,4640","0,4890","0,5020","0,4620","-2,32%"
"03.12.2021","0,4750","0,5390","0,5470","0,4720","-10,55%"
"02.12.2021","0,5310","0,5340","0,5420","0,5040","0,38%"
"01.12.2021","0,5290","0,5110","0,6030","0,5020","10,44%"
"30.11.2021","0,4790","0,4700","0,5080","0,4330","-2,64%"
"29.11.2021","0,4920","0,4850","0,5400","0,4760","6,72%"
"26.11.2021","0,4610","0,5180","0,5270","0,4400","-19,12%"
"25.11.2021","0,5700","0,5980","0,6000","0,5670","-2,06%"
"24.11.2021","0,5820","0,5960","0,6290","0,5660","-2,02%"
"23.11.2021","0,5940","0,5660","0,5980","0,5360","11,65%"
"22.11.2021","0,5320","0,5120","0,5520","0,4690","11,76%"
"20.11.2021","0,4760","0,4760","0,4760","0,4760","-2,46%"
"19.11.2021","0,4880","0,5660","0,5720","0,4660","-8,10%"
"18.11.2021","0,5310","0,5370","0,5530","0,5160","-6,18%"
"17.11.2021","0,5660","0,6330","0,6330","0,5630","-7,52%"
"16.11.2021","0,6120","0,5810","0,6120","0,5500","8,90%"
"15.11.2021","0,5620","0,4920","0,5680","0,4800","7,05%"
"12.11.2021","0,5250","0,5640","0,5760","0,5070","-7,41%"
"11.11.2021","0,5670","0,6020","0,6020","0,5600","-2,24%"
"10.11.2021","0,5800","0,4900","0,5820","0,4700","27,75%"
"09.11.2021","0,4540","0,4240","0,4710","0,4080","8,61%"
"08.11.2021","0,4180","0,4100","0,4460","0,3980","0,97%"
"05.11.2021","0,4140","0,5000","0,5010","0,3930","-16,36%"
"04.11.2021","0,4950","0,4950","0,4950","0,4950","-29,59%"
"03.11.2021","0,7030","0,7030","0,7030","0,7030","4,93%"
"02.11.2021","0,6700","0,6700","0,6700","0,6700","-3,60%"
"01.11.2021","0,6950","0,7310","0,7600","0,6940","-2,39%"
"29.10.2021","0,7120","0,7120","0,7120","0,7120","10,73%"
"28.10.2021","0,6430","0,6430","0,6430","0,6430","14,82%"
"27.10.2021","0,5600","0,5600","0,5600","0,5600","-11,25%"
"26.10.2021","0,6310","0,6310","0,6310","0,6310","-2,32%"
"25.10.2021","0,6460","0,6460","0,6460","0,6460","-2,56%"
"23.10.2021","0,6630","0,6630","0,6630","0,6630","-0,30%"
"22.10.2021","0,6650","0,6650","0,6650","0,6650","-6,47%"
"21.10.2021","0,7110","0,7110","0,7110","0,7110","2,75%"
"20.10.2021","0,6920","0,6920","0,6920","0,6920","-5,85%"
"19.10.2021","0,7350","0,7350","0,7350","0,7350","3,23%"
"18.10.2021","0,7120","0,7120","0,7120","0,7120","21,71%"
"15.10.2021","0,5850","0,5850","0,5850","0,5850","13,81%"
"14.10.2021","0,5140","0,5140","0,5140","0,5140","-10,14%"
"13.10.2021","0,5720","0,5720","0,5720","0,5720","2,33%"
"12.10.2021","0,5590","0,5590","0,5590","0,5590","-6,21%"
"11.10.2021","0,5960","0,5960","0,5960","0,5960","10,27%"
"09.10.2021","0,5405","0,5405","0,5405","0,5405","1,41%"
"08.10.2021","0,5330","0,5330","0,5330","0,5330","11,27%"
"07.10.2021","0,4790","0,4790","0,4790","0,4790","1,05%"
"06.10.2021","0,4740","0,4740","0,4740","0,4740","3,72%"
"05.10.2021","0,4570","0,4570","0,4570","0,4570","12,01%"
"04.10.2021","0,4080","0,4080","0,4080","0,4080","1,75%"
"01.10.2021","0,4010","0,4010","0,4010","0,4010","-3,14%"
"30.09.2021","0,4140","0,4140","0,4140","0,4140","1,22%"
"29.09.2021","0,4090","0,4090","0,4090","0,4090","-0,73%"
"28.09.2021","0,4120","0,4120","0,4120","0,4120","5,10%"
"27.09.2021","0,3920","0,3920","0,3920","0,3920","2,35%"
"24.09.2021","0,3830","0,3830","0,3830","0,3830","-0,78%"
"23.09.2021","0,3860","0,3860","0,3860","0,3860","38,35%"
"22.09.2021","0,2790","0,2790","0,2790","0,2790","-1,06%"
"21.09.2021","0,2820","0,2820","0,2820","0,2820","9,73%"
"20.09.2021","0,2570","0,2570","0,2570","0,2570","-12,29%"
"17.09.2021","0,2930","0,2930","0,2930","0,2930","2,81%"
"16.09.2021","0,2850","0,2850","0,2850","0,2850","7,55%"
"15.09.2021","0,2650","0,2650","0,2650","0,2650","12,77%"
"14.09.2021","0,2350","0,2350","0,2350","0,2350","2,17%"
"13.09.2021","0,2300","0,2300","0,2300","0,2300","-3,77%"
"11.09.2021","0,2390","0,2390","0,2390","0,2390","-0,42%"
"10.09.2021","0,2400","0,2400","0,2400","0,2400","5,73%"
"09.09.2021","0,2270","0,2270","0,2270","0,2270","6,57%"
"08.09.2021","0,2130","0,2130","0,2130","0,2130","9,23%"
"07.09.2021","0,1950","0,1950","0,1950","0,1950","7,73%"
"06.09.2021","0,1810","0,1810","0,1810","0,1810","-9,05%"
"03.09.2021","0,1990","0,1990","0,1990","0,1990","1,53%"
"02.09.2021","0,1960","0,1960","0,1960","0,1960","-2,97%"
"01.09.2021","0,2020","0,2020","0,2020","0,2020","27,85%"
"31.08.2021","0,1580","0,1580","0,1580","0,1580","36,21%"
"30.08.2021","0,1160","0,1160","0,1160","0,1160","0,00%"
"29.08.2021","0,1160","0,1100","0,1160","0,1100","5,45%"
"28.08.2021","0,1100","0,1100","0,1100","0,1100","-9,84%"
"27.08.2021","0,1220","0,1220","0,1220","0,1220","-18,12%"
"26.08.2021","0,1490","0,1490","0,1490","0,1490","-1,97%"
"25.08.2021","0,1520","0,1520","0,1520","0,1520","16,92%"
"24.08.2021","0,1300","0,1300","0,1300","0,1300","13,04%"
"23.08.2021","0,1150","0,1150","0,1150","0,1150","26,37%"
"22.08.2021","0,0910","0,0910","0,0910","0,0910","-2,15%"
"21.08.2021","0,0930","0,0930","0,0930","0,0930","-5,10%"
"20.08.2021","0,0980","0,0980","0,0980","0,0980","-14,78%"
"19.08.2021","0,1150","0,1150","0,1150","0,1150","-21,23%"
"18.08.2021","0,1460","0,1460","0,1460","0,1460","-5,19%"
"17.08.2021","0,1540","0,1540","0,1540","0,1540","7,69%"
"16.08.2021","0,1430","0,1430","0,1430","0,1430","7,12%"
"15.08.2021","0,1335","0,1335","0,1335","0,1335","3,49%"
"14.08.2021","0,1290","0,1290","0,1290","0,1290","-5,84%"
"13.08.2021","0,1370","0,1370","0,1370","0,1370","-14,91%"
"12.08.2021","0,1610","0,1610","0,1610","0,1610","29,84%"
"11.08.2021","0,1240","0,1240","0,1240","0,1240","-19,48%"
"10.08.2021","0,1540","0,1540","0,1540","0,1540","10,79%"
"09.08.2021","0,1390","0,1390","0,1390","0,1390","0,00%"
"07.08.2021","0,1390","0,1390","0,1390","0,1390","-2,11%"
"06.08.2021","0,1420","0,1420","0,1420","0,1420","56,04%"
"05.08.2021","0,0910","0,0910","0,0910","0,0910","42,19%"
"04.08.2021","0,0640","0,0640","0,0640","0,0640","10,34%"
"03.08.2021","0,0580","0,0580","0,0580","0,0580","87,10%"
"02.08.2021","0,0310","0,0310","0,0310","0,0310","-39,81%"
"31.07.2021","0,0515","0,0515","0,0515","0,0515","-15,57%"
"30.07.2021","0,0610","0,0610","0,0610","0,0610","-19,74%"
"29.07.2021","0,0760","0,0760","0,0760","0,0760","-15,56%"
"28.07.2021","0,0900","0,0900","0,0900","0,0900","15,38%"
"27.07.2021","0,0780","0,0780","0,0780","0,0780","-3,70%"
"26.07.2021","0,0810","0,0810","0,0810","0,0810","0,62%"
"25.07.2021","0,0805","0,0805","0,0805","0,0805","13,38%"
"24.07.2021","0,0710","0,0715","0,0715","0,0710","-11,25%"
"23.07.2021","0,0800","0,0800","0,0800","0,0800","9,59%"
"22.07.2021","0,0730","0,0730","0,0730","0,0730","-31,78%"
"21.07.2021","0,1070","0,1070","0,1070","0,1070","13,83%"
"20.07.2021","0,0940","0,0940","0,0940","0,0940","14,63%"
"19.07.2021","0,0820","0,0820","0,0820","0,0820","-25,45%"
"18.07.2021","0,1100","0,1100","0,1100","0,1100","0,92%"
"17.07.2021","0,1090","0,1090","0,1090","0,1090","-8,40%"
"16.07.2021","0,1190","0,1190","0,1190","0,1190","-19,59%"
"15.07.2021","0,1480","0,1480","0,1480","0,1480","76,19%"
"14.07.2021","0,0840","0,0840","0,0840","0,0840","-8,70%"
"13.07.2021","0,0920","0,0920","0,0920","0,0920","-4,17%"
"12.07.2021","0,0960","0,0960","0,0960","0,0960","14,29%"
"11.07.2021","0,0840","0,0840","0,0840","0,0840","-2,33%"
"10.07.2021","0,0860","0,0860","0,0860","0,0860","-3,37%"
"09.07.2021","0,0890","0,0890","0,0890","0,0890","-1,11%"
"08.07.2021","0,0900","0,0900","0,0900","0,0900","28,57%"
"07.07.2021","0,0700","0,0700","0,0700","0,0700","37,25%"
"06.07.2021","0,0510","0,0510","0,0510","0,0510","-10,53%"
"05.07.2021","0,0570","0,0570","0,0570","0,0570","8,57%"
"04.07.2021","0,0525","0,0525","0,0525","0,0525","14,13%"
"03.07.2021","0,0460","0,0460","0,0460","0,0460","-24,59%"
"02.07.2021","0,0610","0,0610","0,0610","0,0610","-14,08%"
"01.07.2021","0,0710","0,0710","0,0710","0,0710","20,34%"
"30.06.2021","0,0590","0,0590","0,0590","0,0590","-9,23%"
"29.06.2021","0,0650","0,0650","0,0650","0,0650","6,56%"
"28.06.2021","0,0610","0,0610","0,0610","0,0610","-21,29%"
"27.06.2021","0,0775","0,0775","0,0775","0,0775","-4,91%"
"26.06.2021","0,0815","0,0775","0,0815","0,0775","-5,23%"
"25.06.2021","0,0860","0,0860","0,0860","0,0860","19,44%"
"24.06.2021","0,0720","0,0720","0,0720","0,0720","-17,24%"
"23.06.2021","0,0870","0,0870","0,0870","0,0870","-22,32%"
"22.06.2021","0,1120","0,1120","0,1120","0,1120","-13,18%"
"21.06.2021","0,1290","0,1290","0,1290","0,1290","3,61%"
"20.06.2021","0,1245","0,1245","0,1245","0,1245","0,81%"
"19.06.2021","0,1235","0,1235","0,1235","0,1235","-4,26%"
"18.06.2021","0,1290","0,1290","0,1290","0,1290","9,32%"
"17.06.2021","0,1180","0,1180","0,1180","0,1180","49,37%"
"16.06.2021","0,0790","0,0790","0,0790","0,0790","-2,47%"
"15.06.2021","0,0810","0,0810","0,0810","0,0810","8,00%"
"14.06.2021","0,0750","0,0750","0,0750","0,0750","45,63%"
"13.06.2021","0,0515","0,0515","0,0515","0,0515","37,33%"
"12.06.2021","0,0375","0,0375","0,0375","0,0375","-36,44%"
"11.06.2021","0,0590","0,0590","0,0590","0,0590","-14,49%"
"10.06.2021","0,0690","0,0690","0,0690","0,0690","11,29%"
"09.06.2021","0,0620","0,0620","0,0620","0,0620","-17,33%"
"08.06.2021","0,0750","0,0750","0,0750","0,0750","-18,48%"
"07.06.2021","0,0920","0,0920","0,0920","0,0920","64,29%"
"06.06.2021","0,0560","0,0560","0,0560","0,0560","12,00%"
"05.06.2021","0,0500","0,0575","0,0575","0,0500","-21,88%"
"04.06.2021","0,0640","0,0640","0,0640","0,0640","-34,02%"
"03.06.2021","0,0970","0,0970","0,0970","0,0970","49,23%"
"02.06.2021","0,0650","0,0650","0,0650","0,0650","-20,73%"
"01.06.2021","0,0820","0,0820","0,0820","0,0820","51,85%"
"31.05.2021","0,0540","0,0540","0,0540","0,0540","0,00%"
"30.05.2021","0,0540","0,0540","0,0540","0,0540","-16,92%"
"29.05.2021","0,0650","0,0510","0,0650","0,0510","-2,99%"
"28.05.2021","0,0670","0,0670","0,0670","0,0670","24,07%"
"27.05.2021","0,0540","0,0540","0,0540","0,0540","116,00%"
"26.05.2021","0,0250","0,0250","0,0250","0,0250","-10,71%"
"25.05.2021","0,0280","0,0280","0,0280","0,0280","-22,22%"
"24.05.2021","0,0360","0,0360","0,0360","0,0360","-10,00%"
"23.05.2021","0,0400","0,0400","0,0400","0,0400","19,40%"
"22.05.2021","0,0335","0,0335","0,0335","0,0335","-33,00%"
"21.05.2021","0,0500","0,0500","0,0500","0,0500","-13,79%"
"20.05.2021","0,0580","0,0580","0,0580","0,0580","-24,68%"
"19.05.2021","0,0770","0,0770","0,0770","0,0770","-14,44%"
"18.05.2021","0,0900","0,0900","0,0900","0,0900","5,88%"
"17.05.2021","0,0850","0,0850","0,0850","0,0850","-3,41%"
"16.05.2021","0,0880","0,0880","0,0880","0,0880","12,10%"
"15.05.2021","0,0785","0,0805","0,0805","0,0775","-6,55%"
"14.05.2021","0,0840","0,0840","0,0840","0,0840","-19,23%"
"13.05.2021","0,1040","0,1040","0,1040","0,1040","-3,70%"
"12.05.2021","0,1080","0,1080","0,1080","0,1080","56,52%"
"11.05.2021","0,0690","0,0690","0,0690","0,0690","76,92%"
"10.05.2021","0,0390","0,0390","0,0390","0,0390","680,00%"
"09.05.2021","0,0050","0,0050","0,0050","0,0050","-65,52%"
"08.05.2021","0,0145","0,0145","0,0145","0,0145","-54,69%"
"07.05.2021","0,0320","0,0320","0,0320","0,0320","-21,95%"
"06.05.2021","0,0410","0,0410","0,0410","0,0410","-28,07%"
"05.05.2021","0,0570","0,0570","0,0570","0,0570","11,76%"
"04.05.2021","0,0510","0,0510","0,0510","0,0510","-30,61%"
"03.05.2021","0,0735","0,0735","0,0735","0,0735","0,00%"
"02.05.2021","0,0735","0,0735","0,0735","0,0735","1,38%"
"01.05.2021","0,0725","0,0720","0,0725","0,0720","-13,69%"
"30.04.2021","0,0840","0,0840","0,0840","0,0840","0,00%"
"29.04.2021","0,0840","0,0840","0,0840","0,0840","29,23%"
"28.04.2021","0,0650","0,0650","0,0650","0,0650","-4,41%"
"27.04.2021","0,0680","0,0680","0,0680","0,0680","23,64%"
"26.04.2021","0,0550","0,0550","0,0550","0,0550","54,93%"
"25.04.2021","0,0355","0,0355","0,0355","0,0355","12,70%"
"24.04.2021","0,0315","0,0315","0,0315","0,0315","-25,00%"
"23.04.2021","0,0420","0,0420","0,0420","0,0420","-10,64%"
"22.04.2021","0,0470","0,0470","0,0470","0,0470","6,82%"
"21.04.2021","0,0440","0,0440","0,0440","0,0440","29,41%"
"20.04.2021","0,0340","0,0340","0,0340","0,0340","-15,00%"
"19.04.2021","0,0400","0,0400","0,0400","0,0400","8,11%"
"18.04.2021","0,0370","0,0370","0,0370","0,0370","-10,84%"
"17.04.2021","0,0415","0,0345","0,0415","0,0345","-13,54%"
"16.04.2021","0,0480","0,0480","0,0480","0,0480","23,08%"
"15.04.2021","0,0390","0,0390","0,0390","0,0390","-40,00%"
"14.04.2021","0,0650","0,0650","0,0650","0,0650","32,65%"
"13.04.2021","0,0490","0,0490","0,0490","0,0490","-12,50%"
"12.04.2021","0,0560","0,0560","0,0560","0,0560","7,69%"
"11.04.2021","0,0520","0,0520","0,0520","0,0520","5,05%"
"10.04.2021","0,0495","0,0405","0,0495","0,0400","-2,94%"
"09.04.2021","0,0510","0,0510","0,0510","0,0510","6,25%"
"08.04.2021","0,0480","0,0480","0,0480","0,0480","-23,81%"
"07.04.2021","0,0630","0,0630","0,0630","0,0630","-21,25%"
"06.04.2021","0,0800","0,0800","0,0800","0,0800","14,29%"
"05.04.2021","0,0700","0,0700","0,0700","0,0700","0,00%"
"04.04.2021","0,0700","0,0700","0,0700","0,0700","-12,50%"
"03.04.2021","0,0800","0,0800","0,0800","0,0800","6,67%"
"01.04.2021","0,0750","0,0750","0,0750","0,0750","-27,18%"
"31.03.2021","0,1030","0,1030","0,1030","0,1030","35,53%"
"30.03.2021","0,0760","0,0760","0,0760","0,0760","13,43%"
"29.03.2021","0,0670","0,0670","0,0670","0,0670","42,55%"
"28.03.2021","0,0470","0,0470","0,0470","0,0470","-25,40%"
"27.03.2021","0,0630","0,0540","0,0630","0,0535","3,28%"
"26.03.2021","0,0610","0,0610","0,0610","0,0610","41,86%"
"25.03.2021","0,0430","0,0430","0,0430","0,0430","-31,75%"
"24.03.2021","0,0630","0,0630","0,0630","0,0630","36,96%"
"23.03.2021","0,0460","0,0460","0,0460","0,0460","-36,11%"
"22.03.2021","0,0720","0,0720","0,0720","0,0720","-17,24%"
"21.03.2021","0,0870","0,0845","0,0870","0,0845","-6,45%"
"20.03.2021","0,0930","0,0930","0,0930","0,0930","1,09%"
"19.03.2021","0,0920","0,0920","0,0920","0,0920","-18,58%"
"18.03.2021","0,1130","0,1130","0,1130","0,1130","1,80%"
"17.03.2021","0,1110","0,1110","0,1110","0,1110","18,09%"
"16.03.2021","0,0940","0,0940","0,0940","0,0940","-4,08%"
"15.03.2021","0,0980","0,0980","0,0980","0,0980","1,55%"
"14.03.2021","0,0965","0,0955","0,0965","0,0955","1,05%"
"13.03.2021","0,0955","0,0955","0,0955","0,0955","-3,54%"
"12.03.2021","0,0990","0,0990","0,0990","0,0990","30,26%"
"11.03.2021","0,0760","0,0760","0,0760","0,0760","10,14%"
"10.03.2021","0,0690","0,0690","0,0690","0,0690","-18,82%"
"09.03.2021","0,0850","0,0850","0,0850","0,0850","-13,27%"
"08.03.2021","0,0980","0,0980","0,0980","0,0980","-4,39%"
"07.03.2021","0,1025","0,0805","0,1025","0,0805","27,33%"
"06.03.2021","0,0805","0,0905","0,0905","0,0805","-19,50%"
"05.03.2021","0,1000","0,1000","0,1000","0,1000","28,21%"
"04.03.2021","0,0780","0,0780","0,0780","0,0780","-6,02%"
"03.03.2021","0,0830","0,0830","0,0830","0,0830","50,91%"
"02.03.2021","0,0550","0,0550","0,0550","0,0550","-43,30%"
"01.03.2021","0,0970","0,0970","0,0970","0,0970","-12,61%"
"28.02.2021","0,1110","0,1110","0,1110","0,1110","2,30%"
"27.02.2021","0,1085","0,1085","0,1085","0,1085","-15,89%"
"26.02.2021","0,1290","0,1290","0,1290","0,1290","13,16%"
"25.02.2021","0,1140","0,1140","0,1140","0,1140","322,22%"
"24.02.2021","0,0270","0,0270","0,0270","0,0270","-38,64%"
"23.02.2021","0,0440","0,0440","0,0440","0,0440","7,32%"
"22.02.2021","0,0410","0,0410","0,0410","0,0410","-30,51%"
"21.02.2021","0,0590","0,0590","0,0590","0,0590","-11,28%"
"20.02.2021","0,0665","0,0535","0,0665","0,0530","-1.430,00%"
"19.02.2021","-0,0050","-0,0050","-0,0050","-0,0050","-87,18%"
"18.02.2021","-0,0390","-0,0390","-0,0390","-0,0390","-25,00%"
"17.02.2021","-0,0520","-0,0520","-0,0520","-0,0520","62,50%"
"16.02.2021","-0,0320","-0,0320","-0,0320","-0,0320","-8,57%"
"15.02.2021","-0,0350","-0,0350","-0,0350","-0,0350","9,37%"
"14.02.2021","-0,0320","-0,0450","-0,0320","-0,0450","-7,25%"
"13.02.2021","-0,0345","-0,0345","-0,0345","-0,0345","-11,54%"
"12.02.2021","-0,0390","-0,0390","-0,0390","-0,0390","0,00%"
"11.02.2021","-0,0390","-0,0390","-0,0390","-0,0390","44,44%"
"10.02.2021","-0,0270","-0,0270","-0,0270","-0,0270","-20,59%"
"09.02.2021","-0,0340","-0,0340","-0,0340","-0,0340","-2,86%"
"08.02.2021","-0,0350","-0,0350","-0,0350","-0,0350","-468,42%"
"07.02.2021","0,0095","0,0095","0,0095","0,0095","-2.000,00%"
"06.02.2021","-0,0005","0,0155","0,0155","-0,0005","-95,00%"
"05.02.2021","-0,0100","-0,0100","-0,0100","-0,0100","-58,33%"
"04.02.2021","-0,0240","-0,0240","-0,0240","-0,0240","-71,43%"
"03.02.2021","-0,0840","-0,0840","-0,0840","-0,0840","-8,70%"
"02.02.2021","-0,0920","-0,0920","-0,0920","-0,0920","-12,38%"
"01.02.2021","-0,1050","-0,1050","-0,1050","-0,1050","-10,64%"
"31.01.2021","-0,1175","-0,1175","-0,1175","-0,1175","-1,26%"
"30.01.2021","-0,1190","-0,1190","-0,1190","-0,1190","11,21%"
"29.01.2021","-0,1070","-0,1070","-0,1070","-0,1070","-0,93%"
"28.01.2021","-0,1080","-0,1080","-0,1080","-0,1080","-18,80%"
"27.01.2021","-0,1330","-0,1330","-0,1330","-0,1330","-3,62%"
"26.01.2021","-0,1380","-0,1380","-0,1380","-0,1380","2,99%"
"25.01.2021","-0,1340","-0,1340","-0,1340","-0,1340","10,74%"
"24.01.2021","-0,1210","-0,1290","-0,1210","-0,1290","-1,63%"
"22.01.2021","-0,1230","-0,1230","-0,1230","-0,1230","16,04%"
"21.01.2021","-0,1060","-0,1060","-0,1060","-0,1060","-7,02%"
"20.01.2021","-0,1140","-0,1140","-0,1140","-0,1140","-8,06%"
"19.01.2021","-0,1240","-0,1240","-0,1240","-0,1240","-8,82%"
"18.01.2021","-0,1360","-0,1360","-0,1360","-0,1360","-5,56%"
"17.01.2021","-0,1440","-0,1440","-0,1440","-0,1440","-2,70%"
"16.01.2021","-0,1480","-0,1480","-0,1480","-0,1480","9,63%"
"15.01.2021","-0,1350","-0,1350","-0,1350","-0,1350","22,73%"
"14.01.2021","-0,1100","-0,1100","-0,1100","-0,1100","13,40%"
"13.01.2021","-0,0970","-0,0970","-0,0970","-0,0970","42,65%"
"12.01.2021","-0,0680","-0,0680","-0,0680","-0,0680","-40,35%"
"11.01.2021","-0,1140","-0,1140","-0,1140","-0,1140","119,23%"
"10.01.2021","-0,0520","-0,0520","-0,0520","-0,0520","-64,86%"
"09.01.2021","-0,1480","-0,0520","-0,0520","-0,1480","68,18%"
"08.01.2021","-0,0880","-0,0880","-0,0880","-0,0880","-28,46%"
"07.01.2021","-0,1230","-0,1230","-0,1230","-0,1230","-5,38%"
"06.01.2021","-0,1300","-0,1300","-0,1300","-0,1300","-2,26%"
"05.01.2021","-0,1330","-0,1330","-0,1330","-0,1330","-13,07%"
"04.01.2021","-0,1530","-0,1530","-0,1530","-0,1530","-15,70%"
"03.01.2021","-0,1815","-0,1815","-0,1815","-0,1815","3,42%"
"02.01.2021","-0,1755","-0,1755","-0,1755","-0,1755","13,23%"
"31.12.2020","-0,1550","-0,1550","-0,1550","-0,1550","1,31%"
"30.12.2020","-0,1530","-0,1530","-0,1530","-0,1530","0,66%"
"29.12.2020","-0,1520","-0,1520","-0,1520","-0,1520","55,90%"
"28.12.2020","-0,0975","-0,0975","-0,0975","-0,0975","0,00%"
"27.12.2020","-0,0975","-0,0975","-0,0975","-0,0975","3,17%"
"26.12.2020","-0,0945","-0,0945","-0,0945","-0,0945","-9,13%"
"24.12.2020","-0,1040","-0,1040","-0,1040","-0,1040","25,30%"
"23.12.2020","-0,0830","-0,0830","-0,0830","-0,0830","-33,60%"
"22.12.2020","-0,1250","-0,1250","-0,1250","-0,1250","23,76%"
"21.12.2020","-0,1010","-0,1010","-0,1010","-0,1010","2,54%"
"20.12.2020","-0,0985","-0,0985","-0,0985","-0,0985","-1,01%"
"19.12.2020","-0,0995","-0,0995","-0,0995","-0,0995","25,95%"
"18.12.2020","-0,0790","-0,0790","-0,0790","-0,0790","79,55%"
"17.12.2020","-0,0440","-0,0440","-0,0440","-0,0440","-32,31%"
"16.12.2020","-0,0650","-0,0650","-0,0650","-0,0650","30,00%"
"15.12.2020","-0,0500","-0,0500","-0,0500","-0,0500","-38,27%"
"14.12.2020","-0,0810","-0,0810","-0,0810","-0,0810","-37,69%"
"13.12.2020","-0,1300","-0,1300","-0,1300","-0,1300","4,42%"
"12.12.2020","-0,1245","-0,1235","-0,1235","-0,1245","13,18%"
"11.12.2020","-0,1100","-0,1100","-0,1100","-0,1100","4,76%"
"10.12.2020","-0,1050","-0,1050","-0,1050","-0,1050","43,84%"
"09.12.2020","-0,0730","-0,0730","-0,0730","-0,0730","-3,95%"
"08.12.2020","-0,0760","-0,0760","-0,0760","-0,0760","10,14%"
"07.12.2020","-0,0690","-0,0690","-0,0690","-0,0690","58,62%"
"06.12.2020","-0,0435","-0,0435","-0,0435","-0,0435","-5,43%"
"05.12.2020","-0,0460","-0,0460","-0,0460","-0,0460","43,75%"
"04.12.2020","-0,0320","-0,0320","-0,0320","-0,0320","-11,11%"
"03.12.2020","-0,0360","-0,0360","-0,0360","-0,0360","176,92%"
"02.12.2020","-0,0130","-0,0130","-0,0130","-0,0130","333,33%"
"01.12.2020","-0,0030","-0,0030","-0,0030","-0,0030","-81,25%"
"30.11.2020","-0,0160","-0,0160","-0,0160","-0,0160","-61,90%"
"29.11.2020","-0,0420","-0,0535","-0,0420","-0,0535","-20,75%"
"28.11.2020","-0,0530","-0,0530","-0,0530","-0,0530","26,19%"
"27.11.2020","-0,0420","-0,0420","-0,0420","-0,0420","10,53%"
"26.11.2020","-0,0380","-0,0380","-0,0380","-0,0380","123,53%"
"25.11.2020","-0,0170","-0,0170","-0,0170","-0,0170","88,89%"
"24.11.2020","-0,0090","-0,0090","-0,0090","-0,0090","-60,87%"
"23.11.2020","-0,0230","-0,0230","-0,0230","-0,0230","-52,08%"
"22.11.2020","-0,0480","-0,0480","-0,0480","-0,0480","-4,00%"
"21.11.2020","-0,0500","-0,0510","-0,0500","-0,0510","31,58%"
"20.11.2020","-0,0380","-0,0380","-0,0380","-0,0380","72,73%"
"19.11.2020","-0,0220","-0,0220","-0,0220","-0,0220","29,41%"
"18.11.2020","-0,0170","-0,0170","-0,0170","-0,0170","-34,62%"
"17.11.2020","-0,0260","-0,0260","-0,0260","-0,0260","18,18%"
